City Name,News_Source,Country,Coordinates
San Diego,AA,"San Diego, San Diego County, CAL Fire Southern Region, California, United States","(32.7174202, -117.1627728)"
Amsterdam,AA,"Amsterdam, Noord-Holland, Nederland","(52.3730796, 4.8924534)"
George,AA,"George County, Mississippi, United States","(30.857421, -88.6537118)"
Davis,AA,"Davis County, Iowa, United States","(40.7474784, -92.3965311)"
San Diego,AA,"San Diego, San Diego County, CAL Fire Southern Region, California, United States","(32.7174202, -117.1627728)"
Como,AA,"Como, Lombardia, Italia","(45.939475900000005, 9.149410145408947)"
Amsterdam,AA,"Amsterdam, Noord-Holland, Nederland","(52.3730796, 4.8924534)"
George,AA,"George County, Mississippi, United States","(30.857421, -88.6537118)"
San Diego,AA,"San Diego, San Diego County, CAL Fire Southern Region, California, United States","(32.7174202, -117.1627728)"
Davis,AA,"Davis County, Iowa, United States","(40.7474784, -92.3965311)"
University,AA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Amsterdam,AA,"Amsterdam, Noord-Holland, Nederland","(52.3730796, 4.8924534)"
Rio de Janeiro,AA,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9110137, -43.2093727)"
Texas,AA,"Texas, United States","(31.2638905, -98.5456116)"
Johnson,AA,"Johnson County, Texas, United States","(32.3766071, -97.3568623)"
Galveston,AA,"Galveston, Galveston County, Texas, United States","(29.299328, -94.7945882)"
Brigham,AA,"Brigham, Brome-Missisquoi, Estrie, Québec, J2K 4V6, Canada","(45.2463988, -72.8454198)"
Anderson,AA,"Anderson County, Texas, United States","(31.7819242, -95.6258199)"
Chapel Hill,AA,"Chapel Hill, Orange County, North Carolina, United States","(35.9131542, -79.05578)"
Toronto,AA,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada","(43.6534817, -79.3839347)"
University,AA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Bristol,bbc,"Bristol, City of Bristol, West of England, England, United Kingdom","(51.4538022, -2.5972985)"
University,bbc,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Macclesfield,bbc,"Macclesfield, Cheshire East, England, United Kingdom","(53.2606635, -2.1255158)"
Cooper,bbc,"Cooper County, Missouri, United States","(38.8452595, -92.8249579)"
Cheshire,bbc,"Cheshire, England, United Kingdom","(53.2141028, -2.471770086071205)"
Dundee,bbc,"Dundee, Dundee City, Alba / Scotland, DD1 1SG, United Kingdom","(56.4605938, -2.97019)"
Swindon,bbc,"Swindon, England, SN1 1LF, United Kingdom","(51.5613683, -1.7856853)"
Essex,bbc,"Essex, England, United Kingdom","(51.77046785, 0.46466977412300386)"
University,bbc,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Best,bbc,"Best, Noord-Brabant, Nederland","(51.5033671, 5.3938665)"
Merthyr Tydfil,bbc,"Merthyr Tydfil, Cymru / Wales, CF47 8BS, United Kingdom","(51.7455659, -3.3786082)"
Young,bbc,"Young County, Texas, United States","(33.1508315, -98.6962766)"
Liverpool,bbc,"Liverpool, Liverpool City Region, England, United Kingdom","(53.4071991, -2.99168)"
Los Angeles,bbc,"Los Angeles, Los Angeles County, CAL Fire Contract Counties, California, United States","(34.0536909, -118.242766)"
Marshall,bbc,"Marshall County, Illinois, United States","(41.0324537, -89.2998456)"
University,bbc,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
London,bbc,"London, Greater London, England, United Kingdom","(51.5073359, -0.12765)"
Oakley,bbc,"Oakley, Contra Costa County, CAL Fire Northern Region, California, 94561, United States","(37.9974219, -121.7124536)"
March,bbc,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
University,bbc,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Edinburgh,bbc,"City of Edinburgh, Alba / Scotland, United Kingdom","(55.9533456, -3.1883749)"
Bristol,bbc,"Bristol, City of Bristol, West of England, England, United Kingdom","(51.4538022, -2.5972985)"
March,bbc,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Weston,bbc,"Weston-super-Mare, North Somerset, England, United Kingdom","(51.3471927, -2.9778916)"
Colchester,bbc,"Colchester, Essex, England, United Kingdom","(51.8896903, 0.8994651)"
Norfolk,bbc,"Norfolk, England, United Kingdom","(52.666667, 1.0)"
Norwich,bbc,"Norwich, Norfolk, England, United Kingdom","(52.6285576, 1.2923954)"
Gay,bbc,"Гай, Гайский городской округ, Оренбургская область, Приволжский федеральный округ, Россия","(51.471443, 58.440517)"
Duncan,bbc,"Duncan, Stephens County, Oklahoma, United States","(34.5023029, -97.9578129)"
Oakley,bbc,"Oakley, Contra Costa County, CAL Fire Northern Region, California, 94561, United States","(37.9974219, -121.7124536)"
Sutton,bbc,"Sutton County, Texas, 76950, United States","(30.51216325, -100.53841807826248)"
Norfolk,bbc,"Norfolk, England, United Kingdom","(52.666667, 1.0)"
Weston,bbc,"Weston-super-Mare, North Somerset, England, United Kingdom","(51.3471927, -2.9778916)"
Griffith,bbc,"Griffith, Griffith City Council, New South Wales, 2680, Australia","(-34.2870772, 146.0551022)"
Bristol,bbc,"Bristol, City of Bristol, West of England, England, United Kingdom","(51.4538022, -2.5972985)"
Mary,bbc,"Mary, Türkmenistan","(37.1302916, 62.4019513)"
San Francisco,bbc,"San Francisco, CAL Fire Northern Region, California, United States","(37.7790262, -122.419906)"
Kent,bbc,"Kent, England, United Kingdom","(51.20707485, 0.7210361813401444)"
Edinburgh,bbc,"City of Edinburgh, Alba / Scotland, United Kingdom","(55.9533456, -3.1883749)"
University,bbc,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
David,bbc,"Distrito David, Chiriquí, Panamá","(8.49443135, -82.48176201002482)"
Mariel,bbc,"Pueblo de Mariel, Mariel, Artemisa, Cuba","(22.9890956, -82.7543784)"
David,bbc,"Distrito David, Chiriquí, Panamá","(8.49443135, -82.48176201002482)"
Huntington,bbc,"Huntington, Cabell County, West Virginia, United States","(38.4192496, -82.445154)"
Ashford,bbc,"Ashford, Kent, England, United Kingdom","(51.148555, 0.8722566)"
Kent,bbc,"Kent, England, United Kingdom","(51.20707485, 0.7210361813401444)"
George,bbc,"George County, Mississippi, United States","(30.857421, -88.6537118)"
Norfolk,bbc,"Norfolk, England, United Kingdom","(52.666667, 1.0)"
Belper,bbc,"Belper CP, Amber Valley, Derbyshire, England, United Kingdom","(53.0229029, -1.4817414)"
Derby,bbc,"Derby, Derbyshire, England, DE1 2AA, United Kingdom","(52.9212617, -1.4761491)"
Sheffield,bbc,"Sheffield, South Yorkshire Mayoral Combined Authority, England, United Kingdom","(53.3806626, -1.4702278)"
Bath,bbc,"Bath, Bath and North East Somerset, West of England, England, United Kingdom","(51.3813864, -2.3596963)"
University,bbc,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Bridgwater,bbc,"Bridgwater, Somerset, England, United Kingdom","(51.1283378, -3.0037046)"
Hull,bbc,"Hull, Kingston upon Hull, England, HU1 3RA, United Kingdom","(53.7435722, -0.3394758)"
Great Yarmouth,bbc,"Great Yarmouth, Norfolk, England, United Kingdom","(52.6071742, 1.7314845)"
Leeds,bbc,"Leeds, West Yorkshire, England, United Kingdom","(53.7974185, -1.5437941)"
Harrogate,bbc,"Harrogate, North Yorkshire, England, HG1 1RD, United Kingdom","(53.9921491, -1.5391039)"
York,bbc,"York, England, YO1 8SG, United Kingdom","(53.9590555, -1.0815361)"
Sheffield,bbc,"Sheffield, South Yorkshire Mayoral Combined Authority, England, United Kingdom","(53.3806626, -1.4702278)"
Bradford,bbc,"Bradford, West Yorkshire, England, United Kingdom","(53.7944229, -1.7519186)"
Sutton,bbc,"Sutton County, Texas, 76950, United States","(30.51216325, -100.53841807826248)"
Man,bbc,"Manitoba, Canada","(55.001251, -97.001038)"
West Bridgford,bbc,"West Bridgford, Rushcliffe, Nottinghamshire, England, NG2 6BT, United Kingdom","(52.9310754, -1.1256663)"
Derby,bbc,"Derby, Derbyshire, England, DE1 2AA, United Kingdom","(52.9212617, -1.4761491)"
Sutton,bbc,"Sutton County, Texas, 76950, United States","(30.51216325, -100.53841807826248)"
Hollywood,bbc,"Hollywood, Los Angeles, Los Angeles County, CAL Fire Contract Counties, California, 90028, United States","(34.0980031, -118.329523)"
Dorchester,bbc,"Dorchester, Dorset, England, United Kingdom","(50.7132064, -2.4371229)"
Howard,bbc,"Howard County, Texas, United States","(32.3047833, -101.4271085)"
London,bbc,"London, Greater London, England, United Kingdom","(51.5073359, -0.12765)"
Swansea,bbc,"Swansea, Cymru / Wales, SA1 3BN, United Kingdom","(51.6195955, -3.9459248)"
Norman,bbc,"Norman, Cleveland County, Oklahoma, United States","(35.2225717, -97.4394816)"
Man,bbc,"Manitoba, Canada","(55.001251, -97.001038)"
Nottingham,bbc,"City of Nottingham, Nottinghamshire, England, United Kingdom","(52.9534193, -1.1496461)"
University,bbc,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Sutton,bbc,"Sutton County, Texas, 76950, United States","(30.51216325, -100.53841807826248)"
Suffolk,bbc,"Suffolk, England, United Kingdom","(52.241001350000005, 1.0466830312565236)"
Ipswich,bbc,"Ipswich, Suffolk, England, United Kingdom","(52.0579495, 1.1526345)"
West Bridgford,bbc,"West Bridgford, Rushcliffe, Nottinghamshire, England, NG2 6BT, United Kingdom","(52.9310754, -1.1256663)"
Chesterfield,bbc,"Chesterfield, Saint Louis County, Missouri, United States","(38.661953, -90.5643258)"
Man,bbc,"Manitoba, Canada","(55.001251, -97.001038)"
Sutton,bbc,"Sutton County, Texas, 76950, United States","(30.51216325, -100.53841807826248)"
Inverness,bbc,"Inverness, Highland, Alba / Scotland, IV1 1PQ, United Kingdom","(57.4790124, -4.225739)"
Edinburgh,bbc,"City of Edinburgh, Alba / Scotland, United Kingdom","(55.9533456, -3.1883749)"
Orkney,bbc,"Orkney Islands, Alba / Scotland, United Kingdom","(58.8520573, -3.2869398422535223)"
Bradford,bbc,"Bradford, West Yorkshire, England, United Kingdom","(53.7944229, -1.7519186)"
Leeds,bbc,"Leeds, West Yorkshire, England, United Kingdom","(53.7974185, -1.5437941)"
March,bbc,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Wakefield,bbc,"Wakefield, West Yorkshire, England, United Kingdom","(53.6829541, -1.4967286)"
Orkney,bbc,"Orkney Islands, Alba / Scotland, United Kingdom","(58.8520573, -3.2869398422535223)"
Weston,bbc,"Weston-super-Mare, North Somerset, England, United Kingdom","(51.3471927, -2.9778916)"
Bristol,bbc,"Bristol, City of Bristol, West of England, England, United Kingdom","(51.4538022, -2.5972985)"
Ariana,bbc,"ولاية أريانة, تونس","(36.968573500000005, 10.121985506329507)"
Weston,bbc,"Weston-super-Mare, North Somerset, England, United Kingdom","(51.3471927, -2.9778916)"
Police,bbc,"Police, gmina Police, powiat policki, województwo zachodniopomorskie, Polska","(53.5486435, 14.5657399)"
University,bbc,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Murray,bbc,"Murray County, Georgia, United States","(34.7851861, -84.7352262)"
Bristol,bbc,"Bristol, City of Bristol, West of England, England, United Kingdom","(51.4538022, -2.5972985)"
Wigan,bbc,"Wigan, Greater Manchester, England, United Kingdom","(53.5457188, -2.6264624)"
Tyldesley,bbc,"Tyldesley, Leigh Guided Busway, New Hall Farm, Tyldesley, Wigan, Greater Manchester, England, M29 8HG, United Kingdom","(53.5125033, -2.4682058)"
Police,bbc,"Police, gmina Police, powiat policki, województwo zachodniopomorskie, Polska","(53.5486435, 14.5657399)"
Manchester,bbc,"Manchester, Greater Manchester, England, United Kingdom","(53.4794892, -2.2451148)"
Daly,bbc,"Δάλι, Dali, Λευκωσία, 2540, Κύπρος - Kıbrıs","(35.0225693, 33.4218073)"
Most,bbc,"Most, okres Most, Ústecký kraj, Severozápad, Česko","(50.5032737, 13.636112)"
Ajax,bbc,"Ajax, Durham Region, Golden Horseshoe, Ontario, Canada","(43.8505287, -79.0208814)"
Walker,bbc,"Walker County, Texas, United States","(30.6795741, -95.5522823)"
Leicester,bbc,"Leicester, Leicestershire, England, LE1 5YA, United Kingdom","(52.6362, -1.1331969)"
Leeds,bbc,"Leeds, West Yorkshire, England, United Kingdom","(53.7974185, -1.5437941)"
Chelsea,bbc,"Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 5UA, United Kingdom","(51.4875167, -0.1687007)"
Newcastle,bbc,"Newcastle upon Tyne, North of Tyne, England, United Kingdom","(54.9738474, -1.6131572)"
Merthyr Tydfil,bbc,"Merthyr Tydfil, Cymru / Wales, CF47 8BS, United Kingdom","(51.7455659, -3.3786082)"
Of,bbc,"Of, Trabzon, Karadeniz Bölgesi, 61830, Türkiye","(40.947642, 40.2694068)"
Forster,bbc,"Forster, Mid-Coast Council, New South Wales, 2428, Australia","(-32.1820852, 152.5131155)"
London,bbc,"London, Greater London, England, United Kingdom","(51.5073359, -0.12765)"
Stockholm,bbc,"Stockholm, Stockholms kommun, Stockholms län, 111 29, Sverige","(59.3251172, 18.0710935)"
March,bbc,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Macclesfield,bbc,"Macclesfield, Cheshire East, England, United Kingdom","(53.2606635, -2.1255158)"
Cheshire,bbc,"Cheshire, England, United Kingdom","(53.2141028, -2.471770086071205)"
Poole,bbc,"Poole, Merley, Bournemouth, Christchurch and Poole, England, United Kingdom","(50.74020055, -1.9537512539581008)"
Christchurch,Mayo,"Christchurch, Christchurch City, Canterbury, New Zealand/Aotearoa","(-43.530955, 172.6366455)"
Most,Mayo,"Most, okres Most, Ústecký kraj, Severozápad, Česko","(50.5032737, 13.636112)"
Florida,Mayo,"Florida, United States","(27.7567667, -81.4639835)"
March,Mayo,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Florida,Mayo,"Florida, United States","(27.7567667, -81.4639835)"
Florida,Mayo,"Florida, United States","(27.7567667, -81.4639835)"
Florida,Mayo,"Florida, United States","(27.7567667, -81.4639835)"
March,Mayo,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Radford,Mayo,"Radford City, Virginia, United States","(37.1317924, -80.5764477)"
Florida,Mayo,"Florida, United States","(27.7567667, -81.4639835)"
March,Mayo,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
New York,Mayo,"City of New York, New York, United States","(40.7127281, -74.0060152)"
Florida,Mayo,"Florida, United States","(27.7567667, -81.4639835)"
Keene,Mayo,"Keene, Cheshire County, New Hampshire, United States","(42.933597, -72.2784264)"
Harrison,Mayo,"Harrison County, Texas, United States","(32.5233959, -94.3982158)"
Florida,Mayo,"Florida, United States","(27.7567667, -81.4639835)"
Manage,Mayo,"Manage, Soignies, Hainaut, Wallonie, 7170, België / Belgique / Belgien","(50.5040159, 4.2355599)"
Florida,Mayo,"Florida, United States","(27.7567667, -81.4639835)"
Johnson,NIA,"Johnson County, Texas, United States","(32.3766071, -97.3568623)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
March,NIA,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Brigham,NIA,"Brigham, Brome-Missisquoi, Estrie, Québec, J2K 4V6, Canada","(45.2463988, -72.8454198)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
March,NIA,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
March,NIA,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
March,NIA,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
March,NIA,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Atlanta,NIA,"Atlanta, Fulton County, Georgia, United States","(33.7489924, -84.3902644)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Of,NIA,"Of, Trabzon, Karadeniz Bölgesi, 61830, Türkiye","(40.947642, 40.2694068)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Los Angeles,NIA,"Los Angeles, Los Angeles County, CAL Fire Contract Counties, California, United States","(34.0536909, -118.242766)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
San Francisco,NIA,"San Francisco, CAL Fire Northern Region, California, United States","(37.7790262, -122.419906)"
Linda,NIA,"Linda, Neustadt an der Orla, Saale-Orla-Kreis, Thüringen, Deutschland","(50.6865408, 11.795916671090238)"
Much,NIA,"Much, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53804, Deutschland","(50.9044492, 7.4017528)"
Johnson,NIA,"Johnson County, Texas, United States","(32.3766071, -97.3568623)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Boston,NIA,"Boston, Suffolk County, Massachusetts, United States","(42.3554334, -71.060511)"
Reading,NIA,"Reading, England, United Kingdom","(51.456659, -0.9696512)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Date,NIA,"Date, Yavapai County, Arizona, United States","(34.3152891, -112.918251)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Of,NIA,"Of, Trabzon, Karadeniz Bölgesi, 61830, Türkiye","(40.947642, 40.2694068)"
Hampton,NIA,"Hampton, Virginia, United States","(37.0300969, -76.3452057)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Date,NIA,"Date, Yavapai County, Arizona, United States","(34.3152891, -112.918251)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
San Francisco,NIA,"San Francisco, CAL Fire Northern Region, California, United States","(37.7790262, -122.419906)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Deal,NIA,"Deal, Dover, Kent, England, United Kingdom","(51.2239544, 1.4027344)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Mumbai,NIA,"Mumbai, Mumbai Suburban, Maharashtra, India","(19.0785451, 72.878176)"
Michigan,NIA,"Michigan, United States","(43.6211955, -84.6824346)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Summit,NIA,"Summit County, Ohio, United States","(41.1457902, -81.5333603)"
Opportunity,NIA,"Municipal District of Opportunity, Alberta, Canada","(56.5152445, -113.7229242)"
New York,NIA,"City of New York, New York, United States","(40.7127281, -74.0060152)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Florida,NIA,"Florida, United States","(27.7567667, -81.4639835)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Davis,NIA,"Davis County, Iowa, United States","(40.7474784, -92.3965311)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
San Diego,NIA,"San Diego, San Diego County, CAL Fire Southern Region, California, United States","(32.7174202, -117.1627728)"
Latina,NIA,"Latina, Lazio, Italia","(41.45952605, 13.012591212188894)"
Koga,NIA,"古河市, 茨城県, 日本","(36.178025, 139.7553638)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Michigan,NIA,"Michigan, United States","(43.6211955, -84.6824346)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
March,NIA,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Wake Forest,NIA,"Wake Forest, Wake County, North Carolina, 27588, United States","(35.9803138, -78.5103731)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
David,NIA,"Distrito David, Chiriquí, Panamá","(8.49443135, -82.48176201002482)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Mission,NIA,"Mission, Hidalgo County, Texas, United States","(26.2159066, -98.3252932)"
Male,NIA,"މާލެ, ދިވެހިރާއްޖެ","(4.1779879, 73.5107387)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
